Preferred Label,Synonyms
ND02136 cell,ND02136
GM01463 cell,GM01463
RCB0275 cell,RCB0275|SES-MaBr-1
GM05974 cell,GM05974
DA01949 cell,DA01949
G-B90 cell,G-B90
ND07614 cell,ND07614
GM14782 cell,GM14782
ICR 134 cell,ICR 134
GM10302 cell,GM10302
GM11906 cell,GM11906
GM21490 cell,GM21490
LCL-N cell,LCL-N
lymphocyte activation involved in immune response,lymphocyte activation during immune response
DA05432 cell,DA05432
IGF032/83 cell,IGF032/83
TK#1 cell,TK#1
HQ00470 cell,HQ00470
DA00118 cell,DA00118
DA04965 cell,DA04965
DA02832 cell,DA02832
DA04768 cell,DA04768
IGF106/83 cell,IGF106/83
GM11919 cell,GM11919
GM08909 cell,GM08909
ND12972 cell,ND12972
HQ00682 cell,HQ00682
GM08970 cell,GM08970
DA01827 cell,DA01827
DA04797 cell,DA04797
GM09084 cell,GM09084
DA04166 cell,DA04166
DA01858 cell,DA01858
AG10955 cell,AG10955
DA01953 cell,DA01953
GM00972 cell,GM00972
DA02506 cell,DA02506
GM02039 cell,GM02039
HQ00373 cell,HQ00373
GM03462 cell,GM03462
GM02781 cell,GM02781
DA04827 cell,DA04827
AG11482 cell,AG11482
GMMs [STR] cell,GMMs [STR]
DA03747 cell,DA03747
GM07904 cell,GM07904
HQ00184 cell,HQ00184
IGF121/82 cell,IGF121/82
hepatoerythropoietic porphyria,
GM13765 cell,GM13765
C5 cell,C5
ND07732 cell,ND07732
GM02582 cell,GM02582
DA05691 cell,DA05691
AG08506 cell,AG08506
GM13476 cell,GM13476
GM13806 cell,GM13806
GM12776 cell,GM12776
cell development,terminal differentiation
GM02931 cell,GM02931
RCB1157 cell,RCB1157|UV-P3U1-B8
Propithecus verreauxi,white sifaka|Verreaux's sifaka
GM10959 cell,GM10959
ND06971 cell,ND06971
ND12817 cell,ND12817
FIB-DUP11 cell,FIB-DUP11
GM12706 cell,GM12706
ND11440 cell,ND11440
IGF086/89 cell,IGF086/89
immortal plantain squirrel embryo-derived cell line cell,
2C1H7 cell,2C1H7
ND10813 cell,ND10813
PR00559 cell,PR00559
IGF041/91 cell,IGF041/91
IMG-1420 cell,IMG-1420
GM19332 cell,GM19332
DA00109 cell,DA00109
ND04028 cell,ND04028
K1 cell,K1
GM08586 cell,GM08586
GM10441 cell,GM10441
GM12960 cell,GM12960
GM12248 cell,GM12248
GM17655 cell,GM17655
T-P92I cell,T-P92I
FH 55 cell,FH 55
DA03989 cell,DA03989
ND05050 cell,ND05050
DA01647 cell,DA01647
DA04129 cell,DA04129
ND05053 cell,ND05053
MDCK cell,MDCK
DA03399 cell,DA03399
DA05160 cell,DA05160
acidophilic,
ND02470 cell,ND02470
HQ00431 cell,HQ00431
GM13692 cell,GM13692
ND05021 cell,ND05021
DA00915 cell,DA00915
RM86 cell,RM86
GM02631 cell,GM02631
208F cell,208F
AG16657 cell,AG16657
IGF080/78 cell,IGF080/78
ND00679 cell,ND00679
DA04050 cell,DA04050
S005579 cell,S005579
DA03264 cell,DA03264
IMG-809 cell,IMG-809
RPMI 1788 cell,RPMI 1788
GM07339 cell,GM07339
GM50126 cell,GM50126
immortal frog cell line cell,
FIB-SCLE16 cell,FIB-SCLE16
GM15595 cell,GM15595
Illumina BeadChip,
GM17241 cell,GM17241
NCI-H220 cell,NCI-H220
RCB0795 cell,1B2C6|RCB0795
ND00327 cell,ND00327
HEV0217 cell,HEV0217
GM04674 cell,GM04674
GM09316 cell,GM09316
DA04971 cell,DA04971
BB96P cell,BB96P
GM01122 cell,GM01122
RCB2259 cell,HE40|RCB2259
DA00398 cell,DA00398
subcylindrical,
PR00013 cell,PR00013
GM11284 cell,GM11284
HQ00456 cell,HQ00456
LB10.Thy cell,LB10.Thy
morphogenesis of a branching epithelium,
CCD-1077Sk cell,CCD-1077Sk
IGF077/80 cell,IGF077/80
GM17111 cell,GM17111
RCB1918 cell,J#176-3.2|RCB1918
"immortal European rabbit, rabbit aorta-derived cell line cell",
C-433 cell,C-433
ND13519 cell,ND13519
GM02167 cell,GM02167
DA01751 cell,DA01751
HIIF-D cell,HIIF-D
skin carcinoma,"carcinoma of skin|""carcinoma OF SKIN"" EXACT [MTH:683]|""Non-melanoma skin cancer"" EXACT [NCI2004_11_17:C4914]|""carcinoma of skin"" RELATED []"
DA02682 cell,DA02682
ND08154 cell,ND08154
Bos taurus,domestic cow|cow|cattle|ox|dairy cow|oxen|domestic cattle|bovine
DA01095 cell,DA01095
immortal forest day mosquito larva-derived cell line cell,
DA03797 cell,DA03797
GM16020 cell,GM16020
immortal mouse bone marrow-derived cell line cell,
AG07558 cell,AG07558
ND14559 cell,ND14559
IGF087/79 cell,IGF087/79
DA02837 cell,DA02837
ND14292 cell,ND14292
IGF153/83 cell,IGF153/83
RCB2346 cell,NMFH-1|RCB2346
HQ00250 cell,HQ00250
IGF100/89 cell,IGF100/89
GM09216 cell,GM09216
GM05788 cell,GM05788
ND11455 cell,ND11455
GM09886 cell,GM09886
DA00808 cell,DA00808
ND12273 cell,ND12273
alpha-amino-acid residue,alpha-amino-acid residues
GM00334 cell,GM00334
GM04787 cell,GM04787
ND14959 cell,ND14959
DA05823 cell,DA05823
GM06109 cell,GM06109
endoderm of foregut,foregut endoderm
yolk sac endoderm,
GM15081 cell,GM15081
FL cell,FL
GM04808 cell,GM04808
DA02302 cell,DA02302
ND01760 cell,ND01760
GM07200 cell,GM07200
ND12680 cell,ND12680
HQ00561 cell,HQ00561
GM10396 cell,GM10396
GM19452 cell,GM19452
DA01489 cell,DA01489
GM12370 cell,GM12370
GM09528 cell,GM09528
GM02937 cell,GM02937
GM05125 cell,GM05125
LM00015 cell,LM00015
DA00421 cell,DA00421
PromoCell cardiomyocytes Line B cell,
GM03398 cell,GM03398
AU10016 cell,AU10016
androstane,androstane
ND20277 cell,ND20277
DA06011 cell,DA06011
GM06021 cell,GM06021
pterygium,
ND00061 cell,ND00061
DA04505 cell,DA04505
DA00709 cell,DA00709
HQ00392 cell,HQ00392
GM04125 cell,GM04125
CHL/IU cell,CHL/IU
ND05197 cell,ND05197
ND10167 cell,ND10167
DA06016 cell,DA06016
ND13786 cell,ND13786
GM21072 cell,GM21072
ND09443 cell,ND09443
L89P cell,L89P
AU10066 cell,AU10066
IMG-484 XP2MO cell,IMG-484 XP2MO
oxidising agent,oxidizing agents|oxidizing agent|oxidising agents|oxidant|oxidants|oxidiser|oxidisers|oxidizer|oxidizers
GM12801 cell,GM12801
DA00972 cell,DA00972
DA01451 cell,DA01451
ND04239 cell,ND04239
DA06065 cell,DA06065
GM11917 cell,GM11917
obsolete: COLO-679 cell,COLO-679
DA03159 cell,DA03159
GM00326 cell,GM00326
GM16392 cell,GM16392
IGF008/78 cell,IGF008/78
ND11620 cell,ND11620
GM14525 cell,GM14525
immortal Kenya baboon organism part-derived keratinocyte cell line cell,
GM09024 cell,GM09024
ND11250 cell,ND11250
ND05898 cell,ND05898
RCB1839 cell,MVP47|RCB1839
Oryx,
ND12039 cell,ND12039
FH 129 cell,FH 129
IGF021/01 cell,IGF021/01
DA04972 cell,DA04972
GM16512 cell,GM16512
A375.S2 cell,A375.S2
HIL12R1.2B10 cell,HIL12R1.2B10
HQ00762 cell,HQ00762
GM02226 cell,GM02226
AU10077 cell,AU10077
HQ00584 cell,HQ00584
GM05915 cell,GM05915
HH cell,HH
IGF029/92 cell,IGF029/92
DA05554 cell,DA05554
parietal peritoneum,peritoneal cavity lining|parietal serous membrane of peritoneum
ND09881 cell,ND09881
common dendritic progenitor,CDP|pro-DCs|common dendritic precursor
"CD34-positive, CD38-positive common myeloid progenitor",CD71-positive common myeloid precursor
"CD34-positive, CD38-positive common lymphoid progenitor",CD10-positive common lymphocyte precursor|CD10-positive common lymphocyte progenitor|CD10-positive common lymphoid precursor
CD7-negative lymphoid progenitor cell,CD7-negative lymphoid precursor
"CD34-positive, CD38-negative hematopoietic stem cell",CD133-positive hematopoietic stem cell
CD115-positive monocyte,
AU10148 cell,AU10148
AG06235 cell,AG06235
IGF025/86 cell,IGF025/86
IP1PV cell,IP1PV
GM06199 cell,GM06199
GM11500 cell,GM11500
AG07646 cell,AG07646
DA01937 cell,DA01937
3A(tPA-30-1) cell,3A(tPA-30-1)
ND06382 cell,ND06382
GM19189 cell,GM19189
GM22032 cell,GM22032
LA7 cell,LA7
GM12959 cell,GM12959
GM18863 cell,GM18863
ND13983 cell,ND13983
ND11158 cell,ND11158
DA01834 cell,DA01834
RCB1791 cell,PCC3/A/1|RCB1791
muscular coat,muscular coat|muscularis externa|muscularis propria|tunica externa|transverse muscular fibers|tunica muscularis|muscularis|muscular layer|muscularis layer|tunica muscularis
MPP-89 cell,MPP-89
RCB2112 cell,KUM4|RCB2112
GM14138 cell,GM14138
GM13876 cell,GM13876
ND14155 cell,ND14155
GM19171 cell,GM19171
GM04996 cell,GM04996
erythropoietic protoporphyria,"""EPP (erythropoietic protoporphyria porphyria)"" EXACT [CSP2005:1849-7560]|""Protoporphyria"" EXACT [MTHICD9_2006:277.1]|""Erythropoietic protoporphyria (disorder)"" EXACT [SNOMEDCT_2005_07_31:51022005]"
erythropoietic porphyria,"""Erythropoietic porphyria (disorder)"" EXACT [SNOMEDCT_2005_07_31:67312003]|""Congenital erythropoietic porphyria (disorder)"" EXACT [SNOMEDCT_2005_07_31:22935002]|""congenital photosensitive porphyria"" EXACT [CSP2005:1849-7617]|""Congenital porphyria (disorder)"" EXACT [SNOMEDCT_2005_07_31:190913009]"
immortal human scalp-derived fibroblast cell line cell,
DA06124 cell,DA06124
AG07101 cell,AG07101
GM11858 cell,GM11858
GM07786 cell,GM07786
M1594 cell,M1594
IGF116/91 cell,IGF116/91
DA00704 cell,DA00704
DA00638 cell,DA00638
B14-150 cell,B14-150
GM13822 cell,GM13822
IGF101/89 cell,IGF101/89
RCB1461 cell,JTC-15|RCB1461
RCB2388 cell,KT23|RCB2388
GM11835 cell,GM11835
GM18745 cell,GM18745
PVBC-OI205 cell,PVBC-OI205
ND12212 cell,ND12212
AG16944 cell,AG16944
immortal human epidermis-derived cell line cell,
ND02263 cell,ND02263
GM07861 cell,GM07861
ND09393 cell,ND09393
DA01610 cell,DA01610
DA03196 cell,DA03196
ND11143 cell,ND11143
DOK cell,DOK
IGF007/98 cell,IGF007/98
presumptive mesoderm,
presumptive ectoderm,presumptive epidermis
ND10525 cell,ND10525
GM12464 cell,GM12464
ND11001 cell,ND11001
GM13914 cell,GM13914
DA05559 cell,DA05559
IMG-1021 XP4MO cell,IMG-1021 XP4MO
GM17199 cell,GM17199
AU10147 cell,AU10147
DA05622 cell,DA05622
BA193 cell,BA193
lysosomal storage disease,"""disorder of lysosomal enzyme (disorder)"" EXACT [SNOMEDCT_2005_07_31:23585005]|""inborn lysosomal enzyme disorder"" EXACT [CSP2005:1849-5878]"
IGF046/79 cell,IGF046/79
DA04384 cell,DA04384
HQ00272 cell,HQ00272
DA03660 cell,DA03660
GM15289 cell,GM15289
ND09134 cell,ND09134
GM14301 cell,GM14301
RCB2327 cell,EM-9|RCB2327
regulation of T cell differentiation,regulation of T cell development|regulation of T lymphocyte differentiation|regulation of T-lymphocyte differentiation|regulation of T-cell differentiation
DA01315 cell,DA01315
CD9 molecule,GIG2|MIC3|TSPAN29|p24|leukocyte antigen MIC3|motility-related protein|5H9 antigen|tetraspanin-29|cell growth-inhibiting gene 2 protein|CD9 antigen|CD9|MRP-1|tspan-29
Hs 888.Sk cell,Hs 888.Sk
IGF054/82 cell,IGF054/82
IGF059/86 cell,IGF059/86
degenerative disorder of eye,
MDCK-A315 cell,MDCK-A315
nervous system cancer,"neoplasm of nervous system|malignant neoplasm of nervous system|nervous system neoplasm|neural neoplasm|tumor of the nervous system|neural tumor|""nervous system neoplasm"" EXACT [CSP2005:2012-5157]|""neoplasm of nervous system (disorder)"" EXACT [SNOMEDCT_2005_07_31:126950007]|""tumor of the nervous system"" EXACT [NCI2004_11_17:C3268]"
P1393 cell,P1393
ND00271 cell,ND00271
ND06107 cell,ND06107
MPC 11 OUAr cell,MPC 11 OUAr
ND00154 cell,ND00154
GM21654 cell,GM21654
ND10871 cell,ND10871
GM07434 cell,GM07434
RCB1875 cell,RCB1875|XPL 5
DA03864 cell,DA03864
AG08420 cell,AG08420
GM11617 cell,GM11617
DA01468 cell,DA01468
LFC16.Ln cell,LFC16.Ln
GM10258 cell,GM10258
ND12722 cell,ND12722
AG16641 cell,AG16641
ND11973 cell,ND11973
GM13133 cell,GM13133
EJ (MGH-U1) cell,EJ (MGH-U1)
AG06262 cell,AG06262
GM14576 cell,GM14576
RCB1151 cell,RCB1151|RCC10RGB
ND10422 cell,ND10422
HQ00113 cell,HQ00113
GM03178 cell,GM03178
PR01398 cell,PR01398
GM17597 cell,GM17597
GM13811 cell,GM13811
IGF101/84 cell,IGF101/84
GM20858 cell,GM20858
ND09646 cell,ND09646
acid,Saeure|Saeuren|acide|acido|acids|Acid|acid
ND04278 cell,ND04278
RCB1024 cell,IMR-90-SV|RCB1024
hypolipoproteinemia,"""hypolipoproteinemia"" EXACT [CSP2005:1749-1322]|""Lipoprotein deficiency NOS (disorder)"" EXACT [SNOMEDCT_2005_07_31:190788003]|""Lipoprotein deficiencies"" EXACT [ICD9CM_2006:272.5]|""Lipoprotein deficiencies"" EXACT [SNOMEDCT_2005_07_31:190783007]|""Hypolipoproteinaemia (disorder)"" EXACT [SNOMEDCT_2005_07_31:363140000]|""Lipoprotein deficiency disorder (disorder)"" EXACT [SNOMEDCT_2005_07_31:267436001]"
GM02274 cell,GM02274
GM07332 cell,GM07332
ND14732 cell,ND14732
GM00988 cell,GM00988
IGF044/90 cell,IGF044/90
AG13009 cell,AG13009
PR00247 cell,PR00247
ND10452 cell,ND10452
GM14664 cell,GM14664
AG09529 cell,AG09529
HQ00719 cell,HQ00719
DA02054 cell,DA02054
S005794 cell,S005794
glutamate(1-),2-ammoniopentanedioate|glutamic acid monoanion|glutamate|hydrogen glutamate|glutamate(1-)
ND02213 cell,ND02213
RCB0535 cell,RAW 264|RCB0535
distal mesopodial endochondral element,distal mesopodial
GM17116 cell,GM17116
GM06563 cell,GM06563
DA04426 cell,DA04426
IGF046/00 cell,IGF046/00
Hs 803.Sk cell,Hs 803.Sk
GM10534 cell,GM10534
IGV001/92 cell,IGV001/92
RCB1009 cell,ECC12|RCB1009
ND12619 cell,ND12619
immortal mast cell line cell,immortal mast cell line
ND10068 cell,ND10068
ND13613 cell,ND13613
ES4 cell,ES4
RCB1575 cell,&psi;CRIP-Rx-crmA-bsr|RCB1575
ND04524 cell,ND04524
FH 1 cell,FH 1
GM10502 cell,GM10502
ND11215 cell,ND11215
DH82 cell,DH82
embryonic morphogenesis,embryonic anatomical structure morphogenesis
MALME-3M cell,MALME-3M
IGF004/94 cell,IGF004/94
ND13701 cell,ND13701
HQ00277 cell,HQ00277
GM08911 cell,GM08911
adult stem cell line cell,
Hs 190.T cell,Hs 190.T
Hs 234.Th cell,Hs 234.Th
240-13D10 cell,240-13D10
RCB2376 cell,KT10|RCB2376
ND11207 cell,ND11207
ND11724 cell,ND11724
IVA12 cell,IVA12
DA03272 cell,DA03272
GM17396 cell,GM17396
DA01364 cell,DA01364
DA04726 cell,DA04726
DSH1PV cell,DSH1PV
FH 26 cell,FH 26
G1094 cell,G1094
GM17231 cell,GM17231
ND12198 cell,ND12198
ND03318 cell,ND03318
ND04512 cell,ND04512
HuO9N2 cell,HuO9N2
GM09434 cell,GM09434
JK-1 cell,JK-1
DA04885 cell,DA04885
GM07461 cell,GM07461
ND08584 cell,ND08584
GM01746 cell,GM01746
GM16370 cell,GM16370
DA04111 cell,DA04111
DA05329 cell,DA05329
GM14448 cell,GM14448
ND10753 cell,ND10753
DA05799 cell,DA05799
ND05869 cell,ND05869
IGF062/85 cell,IGF062/85
MYB 2-3.76 cell,MYB 2-3.76
transport along microtubule,microtubule-based transport|establishment of localization by movement along microtubule|movement along microtubule
GM15361 cell,GM15361
F32 VIII C4 cell,F32 VIII C4
ND07617 cell,ND07617
GM06807 cell,GM06807
IGF095/82 cell,IGF095/82
C-G86 cell,C-G86
GM13669 cell,GM13669
GM02362 cell,GM02362
GM13948 cell,GM13948
DA05041 cell,DA05041
ND10872 cell,ND10872
ND10803 cell,ND10803
DA02518 cell,DA02518
GM02062 cell,GM02062
K 114 cell,K 114
GM12079 cell,GM12079
LM 1 cell,LM 1
GM01492 cell,GM01492
GM00601 cell,GM00601
OSU1 cell,OSU1
GM00914 cell,GM00914
232 cell,232
T84M cell,T84M
RCB1422 cell,L929|RCB1422
AG12940 cell,AG12940
AG20430 cell,AG20430
DA02820 cell,DA02820
ND11636 cell,ND11636
DA02476 cell,DA02476
RCB2833 cell,L23immo|RCB2833
ND02750 cell,ND02750
choroid plexus,ventricular choroid plexus|choroid plexus of cerebral hemisphere|plexus choroideus|CP|chorioid plexus|plexus choroideus
UM-UC-3 cell,UM-UC-3
GM14005 cell,GM14005
HQ00185 cell,HQ00185
IGF136/82 cell,IGF136/82
DA02535 cell,DA02535
IGF027/96 cell,IGF027/96
B-B87 cell,B-B87
GM16755 cell,GM16755
RPMI-8402 cell,RPMI-8402
GM01631 cell,GM01631
DA02097 cell,DA02097
GM19142 cell,GM19142
DA04636 cell,DA04636
M 1 cell,M 1
GM12383 cell,GM12383
HQ00956 cell,HQ00956
GM05994 cell,GM05994
SV40LT-SMC Clone   HEP-SA cell,SV40LT-SMC Clone   HEP-SA
SNU-387 cell,SNU-387
GM15363 cell,GM15363
Hs 793.Sk cell,Hs 793.Sk
HQ00273 cell,HQ00273
GM20073 cell,GM20073
pulmonary artery,pulmonary arterial subtree|truncus pulmonalis|arteria pulmonalis|pulmonary arterial tree|pulmonary arterial tree organ part
pulmonary vein,venae pulmonales|pulmonary venous tree organ part
synovial membrane of synovial joint,synovial membrane of articular capsule of synovial joint|synovial layer of articular capsule of synovial joint|synovium of articular capsule of synovial joint|synovial membrane|synovial layer|synovium|membrana synovialis (capsula articularis)|membrana synovialis capsulae articularis|stratum synoviale (capsula articularis)|stratum synoviale
portal vein,portal venous tree organ part
DA00239 cell,DA00239
GM20849 cell,GM20849
IGF079/81 cell,IGF079/81
DA04855 cell,DA04855
IGL030/98 cell,IGL030/98
HuO9 cell,HuO9
GM18334 cell,GM18334
Y3-Ag 1.2.3 cell,Y3-Ag 1.2.3
abdominal cavity,cavitas abdominis|cavity of abdominal compartment|cavity of compartment of abdomen|space of abdominal compartment
omentum,
ND13549 cell,ND13549
CCD-1079Sk cell,CCD-1079Sk
GM09339 cell,GM09339
AG04056 cell,AG04056
HQ00018 cell,HQ00018
GM06122 cell,GM06122
immortal Mongolian gerbil pair of lungs-derived cell line cell,
455 cell,455
ND14922 cell,ND14922
GM10283 cell,GM10283
Hartnup disease,"""Hartnup disease"" EXACT [MTHICD9_2006:270.0]|""Neutral 1 amino acid transport defect (disorder)"" EXACT [SNOMEDCT_2005_07_31:80902009]|""neutral amino acid transport defect"" EXACT [CSP2005:1849-4235]|""deficiency of tryptophan oxygenase"" EXACT [SNOMEDCT_2005_07_31:124208000]"
rickets,"""rickets"" EXACT [CSP2005:2715-1648]|""Rickets (disorder)"" EXACT [SNOMEDCT_2005_07_31:41345002]"
PR01205 cell,PR01205
ND12208 cell,ND12208
GM14364 cell,GM14364
GM15578 cell,GM15578
ND10702 cell,ND10702
GM12112 cell,GM12112
AG11241 cell,AG11241
IGF057/97 cell,IGF057/97
SA88ls cell,SA88ls
GM20395 cell,GM20395
ND09718 cell,ND09718
RCB2783 cell,RCB2783|RGC-6
ND12163 cell,ND12163
IMG-774 cell,IMG-774
DA05335 cell,DA05335
RCB1167 cell,P-815|RCB1167
ND13308 cell,ND13308
DA01753 cell,DA01753
immortal bone element-derived cell line cell,
immortal rat thyroid gland-derived cell line cell,
ND08766 cell,ND08766
PVBC-OI443 cell,PVBC-OI443
GM15049 cell,GM15049
KYSE-180 cell,KYSE-180
CHO clone B cell,CHO clone B
AG12259 cell,AG12259
RCB0495 cell,KU812|RCB0495
GM07448 cell,GM07448
IGL012/00 cell,IGL012/00
L-V94 cell,L-V94
SaI cell,SaI
ND05338 cell,ND05338
COLO 205 cell,COLO 205
ND00187 cell,ND00187
DA01145 cell,DA01145
10H2.12.1 cell,10H2.12.1
ND14332 cell,ND14332
PWS-711-011 cell,
nutrition disorder,"NUTRITIONAL DIS|Nutritional disorder (disorder)|Nutritional disease, NOS|NUTRITION DIS|Nutritional disease|Nutrition disorder|Nutrition Disorders|Nutritional disorder, NOS|Malnutrition|nutritional disorder|Nutritional Disorders|disorder of nutrition"
GM06767 cell,GM06767
DA00397 cell,DA00397
TRAMP-C2 cell,TRAMP-C2
AG08161 cell,AG08161
DA04421 cell,DA04421
HEV0431 cell,HEV0431
ECTC cell,ECTC
DA01968 cell,DA01968
GM21645 cell,GM21645
GM21092 cell,GM21092
GM19062 cell,GM19062
DA04188 cell,DA04188
GM19665 cell,GM19665
DA06499 cell,DA06499
RCB0180 cell,MDBK|RCB0180
hematopoetic stem cell line cell,
RCB1517 cell,A-6(ES derived)|RCB1517
ND12775 cell,ND12775
GM12397 cell,GM12397
RCB1766 cell,&Delta;ligIV-DT40|RCB1766
ND12748 cell,ND12748
AG11699 cell,AG11699
DA03982 cell,DA03982
spinal cord neural crest,spinal neural crest|neural crest spinal cord
rhombencephalon neural crest,rhombomere neural crest|rhombencephalic neural crest|neural crest hindbrain
telencephalon neural crest,neural crest telencephalon
diencephalon neural crest,neural crest of future diencephalon|neural crest diencephalon|future diencephalon neural crest|diencephalic neural crest
FH 35 cell,FH 35
TTD8PV cell,TTD8PV
ND14117 cell,ND14117
GM19914 cell,GM19914
GM13829 cell,GM13829
GM01981 cell,GM01981
Ovis,
B cell receptor complex,"B cell receptor accessory molecule complex|antibody|B lymphocyte receptor complex|immunoglobulin complex, membrane bound|B-lymphocyte receptor complex|BCR complex|B-cell receptor complex"
immunoglobulin complex,antibody
DA04371 cell,DA04371
Hs 483.Sk cell,Hs 483.Sk
GM02605 cell,GM02605
ND11318 cell,ND11318
ND09544 cell,ND09544
GM07822 cell,GM07822
ND09498 cell,ND09498
immortal columnar/cuboidal epithelial cell line cell,
organic amino compound,organic amino compounds
GM04587 cell,GM04587
RCB0041 cell,HL60|RCB0041
DA04851 cell,DA04851
GM17992 cell,GM17992
GM03605 cell,GM03605
AG08819 cell,AG08819
RCB1838 cell,MVP25|RCB1838
ND01564 cell,ND01564
ND12201 cell,ND12201
GM07689 cell,GM07689
IGF015/97 cell,IGF015/97
immortal pig blood cell line cell,
GM16690 cell,GM16690
GM10852 cell,GM10852
DA03315 cell,DA03315
GM17350 cell,GM17350
ND11079 cell,ND11079
Lym-1 cell,Lym-1
GM12154 cell,GM12154
EoL-1 cell cell,EoL-1 cell
CPA 47 cell,CPA 47
Hs 871.Sk cell,Hs 871.Sk
ND10552 cell,ND10552
