assay_chembl_id,assay_organism,assay_type,assay_type_description,description,compound_ids,clinical_trial_stages
CHEMBL2401150,Homo sapiens,F,Functional,Anticancer activity against wild-type human MCF7 cells assessed as cell viability at 0.1 ug/mL after 24 hrs by MTT assay relative to control,"CHEMBL2397427, CHEMBL2397426, CHEMBL2397425, CHEMBL2397424, CHEMBL2397423, CHEMBL2397422, CHEMBL2397432, CHEMBL2397431, CHEMBL2397430, CHEMBL2140680, CHEMBL2397429, CHEMBL2397428","None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2401151,Homo sapiens,F,Functional,Anticancer activity against wild-type human MCF7 cells assessed as cell viability at 0.01 ug/mL after 24 hrs by MTT assay relative to control,"CHEMBL2397427, CHEMBL2397426, CHEMBL2397425, CHEMBL2397424, CHEMBL2397423, CHEMBL2397422, CHEMBL2397432, CHEMBL2397431, CHEMBL2397430, CHEMBL2140680, CHEMBL2397429, CHEMBL2397428","None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2401154,Homo sapiens,F,Functional,Anticancer activity against wild-type human MCF7 cells assessed as cell viability at 0.0001 ug/mL after 24 hrs by MTT assay relative to control,"CHEMBL2397427, CHEMBL2397426, CHEMBL2397425, CHEMBL2397424, CHEMBL2397423, CHEMBL2397422, CHEMBL2397432, CHEMBL2397431, CHEMBL2397430, CHEMBL2140680, CHEMBL2397429, CHEMBL2397428","None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2439235,Homo sapiens,F,Functional,Anticancer activity against human AS49-RAW cells after 48 hrs by SRB assay,"CHEMBL53463, CHEMBL2435720, CHEMBL2435719, CHEMBL2435718, CHEMBL2435717, CHEMBL2435716, CHEMBL2435715, CHEMBL2435714, CHEMBL2435713, CHEMBL2435712, CHEMBL2435711, CHEMBL2435710, CHEMBL2435709, CHEMBL2435708, CHEMBL2435735, CHEMBL2435734, CHEMBL2435733, CHEMBL2435732, CHEMBL2435731, CHEMBL2435730, CHEMBL2435729, CHEMBL2435728, CHEMBL2435727, CHEMBL2435726, CHEMBL2435725, CHEMBL2435724, CHEMBL2435723, CHEMBL2435722, CHEMBL2435721","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2439236,Homo sapiens,F,Functional,Anticancer activity against human HeLa cells after 48 hrs by SRB assay,"CHEMBL53463, CHEMBL2435720, CHEMBL2435719, CHEMBL2435718, CHEMBL2435717, CHEMBL2435716, CHEMBL2435715, CHEMBL2435714, CHEMBL2435713, CHEMBL2435712, CHEMBL2435711, CHEMBL2435710, CHEMBL2435709, CHEMBL2435708, CHEMBL2435735, CHEMBL2435734, CHEMBL2435733, CHEMBL2435732, CHEMBL2435731, CHEMBL2435730, CHEMBL2435729, CHEMBL2435728, CHEMBL2435727, CHEMBL2435726, CHEMBL2435725, CHEMBL2435724, CHEMBL2435723, CHEMBL2435722, CHEMBL2435721","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2439237,Homo sapiens,F,Functional,Anticancer activity against human LoVo cells after 48 hrs by SRB assay,"CHEMBL53463, CHEMBL2435720, CHEMBL2435719, CHEMBL2435718, CHEMBL2435717, CHEMBL2435716, CHEMBL2435715, CHEMBL2435714, CHEMBL2435713, CHEMBL2435712, CHEMBL2435711, CHEMBL2435710, CHEMBL2435709, CHEMBL2435708, CHEMBL2435735, CHEMBL2435734, CHEMBL2435733, CHEMBL2435732, CHEMBL2435731, CHEMBL2435730, CHEMBL2435729, CHEMBL2435728, CHEMBL2435727, CHEMBL2435726, CHEMBL2435725, CHEMBL2435724, CHEMBL2435723, CHEMBL2435722, CHEMBL2435721","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2439238,Homo sapiens,F,Functional,Anticancer activity against human HepG2 cells after 48 hrs by SRB assay,"CHEMBL53463, CHEMBL2435720, CHEMBL2435719, CHEMBL2435718, CHEMBL2435717, CHEMBL2435716, CHEMBL2435715, CHEMBL2435714, CHEMBL2435713, CHEMBL2435712, CHEMBL2435711, CHEMBL2435710, CHEMBL2435709, CHEMBL2435708, CHEMBL2435735, CHEMBL2435734, CHEMBL2435733, CHEMBL2435732, CHEMBL2435731, CHEMBL2435730, CHEMBL2435729, CHEMBL2435728, CHEMBL2435727, CHEMBL2435726, CHEMBL2435725, CHEMBL2435724, CHEMBL2435723, CHEMBL2435722, CHEMBL2435721","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2439239,Homo sapiens,F,Functional,Anticancer activity against human HT1080 cells after 48 hrs by SRB assay,"CHEMBL53463, CHEMBL2435720, CHEMBL2435719, CHEMBL2435718, CHEMBL2435717, CHEMBL2435716, CHEMBL2435715, CHEMBL2435714, CHEMBL2435713, CHEMBL2435712, CHEMBL2435711, CHEMBL2435710, CHEMBL2435709, CHEMBL2435708, CHEMBL2435735, CHEMBL2435734, CHEMBL2435733, CHEMBL2435732, CHEMBL2435731, CHEMBL2435730, CHEMBL2435729, CHEMBL2435728, CHEMBL2435727, CHEMBL2435726, CHEMBL2435725, CHEMBL2435724, CHEMBL2435723, CHEMBL2435722, CHEMBL2435721","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL2439240,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-231 cells after 48 hrs by SRB assay,"CHEMBL53463, CHEMBL2435720, CHEMBL2435719, CHEMBL2435718, CHEMBL2435717, CHEMBL2435716, CHEMBL2435715, CHEMBL2435714, CHEMBL2435713, CHEMBL2435712, CHEMBL2435711, CHEMBL2435710, CHEMBL2435709, CHEMBL2435708, CHEMBL2435735, CHEMBL2435734, CHEMBL2435733, CHEMBL2435732, CHEMBL2435731, CHEMBL2435730, CHEMBL2435721, CHEMBL2435722, CHEMBL2435723, CHEMBL2435724, CHEMBL2435725, CHEMBL2435726, CHEMBL2435727, CHEMBL2435728, CHEMBL2435729","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3089429,Homo sapiens,F,Functional,Anticancer activity against human UACC62 cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089430,Homo sapiens,F,Functional,Anticancer activity against human UACC257 cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089431,Homo sapiens,F,Functional,Anticancer activity against human SK-MEL-5 cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089432,Homo sapiens,F,Functional,Anticancer activity against human SK-MEL-28 cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089433,Homo sapiens,F,Functional,Anticancer activity against human SK-MEL-2 cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089434,Homo sapiens,F,Functional,Anticancer activity against human M14 cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089435,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-435 cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089436,Homo sapiens,F,Functional,Anticancer activity against human MALME-3M cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3089437,Homo sapiens,F,Functional,Anticancer activity against human LOXIMVI cells after 48 hrs by sulforhodamine B assay,"CHEMBL3087517, CHEMBL3087526, CHEMBL3087661, CHEMBL3087654, CHEMBL3087650, CHEMBL3087648, CHEMBL3087646, CHEMBL3087528","None, None, None, None, None, None, None, None"
CHEMBL3101802,Homo sapiens,F,Functional,Anticancer activity against human U937 cells assessed as decrease in uridine incorporation at 30 uM relative to control,CHEMBL3098619,None
CHEMBL3119210,Homo sapiens,F,Functional,"Anticancer activity against human DU145 cells xenografted in mouse assessed as tumor growth inhibition at 32 mg/kg, sc administered daily for 6 days",CHEMBL3145419,None
CHEMBL3128924,Homo sapiens,F,Functional,Anticancer activity in human MDA-MB-231 cells assessed as reduction of total Stat3 level at 10 uM after 18 hrs by Western blotting analysis,"CHEMBL3126480, CHEMBL3126481, CHEMBL3126482, CHEMBL3126483, CHEMBL3126484, CHEMBL3124956, CHEMBL3126485","None, None, None, None, None, None, None"
CHEMBL3129478,Homo sapiens,F,Functional,Anticancer activity against human SF268 cells assessed as cell growth at 100 uM after 48 hrs by SRB assay,"CHEMBL3127825, CHEMBL1485532, CHEMBL1517528, CHEMBL3127835, CHEMBL3127828, CHEMBL1478253, CHEMBL3127830, CHEMBL1425265, CHEMBL3127829, CHEMBL3127833, CHEMBL1510937, CHEMBL1472394, CHEMBL3127921, CHEMBL1609880, CHEMBL3127834, CHEMBL3127824","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3129479,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as cell growth at 100 uM after 48 hrs by SRB assay,"CHEMBL3127835, CHEMBL1517528, CHEMBL1485532, CHEMBL1478253, CHEMBL3127825, CHEMBL3127828, CHEMBL3127830, CHEMBL3127829, CHEMBL3127921, CHEMBL3127833, CHEMBL1425265, CHEMBL1510937, CHEMBL1472394, CHEMBL1609880, CHEMBL3127834, CHEMBL3127824","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3129480,Homo sapiens,F,Functional,Anticancer activity against human NCI-H460 cells assessed as cell growth at 100 uM after 48 hrs by SRB assay,"CHEMBL3127835, CHEMBL1517528, CHEMBL3127825, CHEMBL1472394, CHEMBL3127830, CHEMBL3127829, CHEMBL1425265, CHEMBL3127828, CHEMBL1485532, CHEMBL1510937, CHEMBL3127834, CHEMBL1478253, CHEMBL3127833, CHEMBL3127921, CHEMBL1609880, CHEMBL3127824","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3136750,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells by MTT assay,"CHEMBL244559, CHEMBL3134604, CHEMBL3134603, CHEMBL3134602, CHEMBL3134601, CHEMBL3134621, CHEMBL3134620, CHEMBL3134619, CHEMBL3134618, CHEMBL3134617, CHEMBL3134616, CHEMBL3134615, CHEMBL3134614, CHEMBL3134613, CHEMBL3134612, CHEMBL3134611, CHEMBL3134610, CHEMBL3134609, CHEMBL3134608, CHEMBL3134607, CHEMBL3134606, CHEMBL3134605","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3136751,Homo sapiens,F,Functional,Anticancer activity against human A549 cells by MTT assay,"CHEMBL244559, CHEMBL3134604, CHEMBL3134603, CHEMBL3134602, CHEMBL3134601, CHEMBL3134621, CHEMBL3134620, CHEMBL3134619, CHEMBL3134618, CHEMBL3134617, CHEMBL3134616, CHEMBL3134615, CHEMBL3134614, CHEMBL3134613, CHEMBL3134612, CHEMBL3134611, CHEMBL3134610, CHEMBL3134609, CHEMBL3134608, CHEMBL3134607, CHEMBL3134606, CHEMBL3134605","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3136752,Homo sapiens,F,Functional,Anticancer activity against human HeLa cells by MTT assay,"CHEMBL244559, CHEMBL3134604, CHEMBL3134603, CHEMBL3134602, CHEMBL3134601, CHEMBL3134621, CHEMBL3134620, CHEMBL3134619, CHEMBL3134618, CHEMBL3134617, CHEMBL3134616, CHEMBL3134615, CHEMBL3134614, CHEMBL3134613, CHEMBL3134612, CHEMBL3134611, CHEMBL3134610, CHEMBL3134609, CHEMBL3134608, CHEMBL3134607, CHEMBL3134606, CHEMBL3134605","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3136753,Homo sapiens,F,Functional,Anticancer activity against human HepG2 cells by MTT assay,"CHEMBL244559, CHEMBL3134604, CHEMBL3134603, CHEMBL3134602, CHEMBL3134601, CHEMBL3134621, CHEMBL3134620, CHEMBL3134619, CHEMBL3134618, CHEMBL3134617, CHEMBL3134616, CHEMBL3134615, CHEMBL3134614, CHEMBL3134613, CHEMBL3134612, CHEMBL3134611, CHEMBL3134610, CHEMBL3134609, CHEMBL3134608, CHEMBL3134607, CHEMBL3134606, CHEMBL3134605","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL3135827,Homo sapiens,F,Functional,Anticancer activity against human K562 cells assessed as growth inhibition,"CHEMBL123092, CHEMBL126094","None, None"
CHEMBL3135333,Homo sapiens,F,Functional,Anticancer activity against human HT-29 cells xenografted in mouse model assessed as reduction in tumor volume relative to control,CHEMBL2047532,None
CHEMBL3135334,Homo sapiens,F,Functional,Anticancer activity against human HT-29 cells xenografted in mouse model assessed as suppression of cancer cell growth relative to control,CHEMBL2047532,None
CHEMBL3224956,Homo sapiens,F,Functional,"Anticancer activity against human PC3 cells xenografted in NOD-SCID mouse assessed as decrease in tumor weight at 20 mg/kg, iv q4d on days 1, 5 and 9",CHEMBL3221298,None
CHEMBL3224957,Homo sapiens,F,Functional,"Anticancer activity against human PC3 cells xenografted in NOD-SCID mouse assessed as decrease in tumor volume at 20 mg/kg, iv q4d on days 1, 5 and 9",CHEMBL3221298,None
CHEMBL3232460,Mus musculus,F,Functional,"Anticancer activity against mouse LE1210 cells allografted in mouse at 0.625 mg/kg, ip relative to control","CHEMBL3229464, CHEMBL3229464, CHEMBL3229465","None, None, None"
CHEMBL3239866,Mesocricetus auratus,F,Functional,Anticancer activity against Syrian golden hamster BHK21 cells at 100 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3239867,Mesocricetus auratus,F,Functional,Anticancer activity against Syrian golden hamster BHK21 cells at 10 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3239868,Mesocricetus auratus,F,Functional,Anticancer activity against Syrian golden hamster BHK21 cells at 1 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3239869,Mesocricetus auratus,F,Functional,Anticancer activity against Syrian golden hamster BHK21 cells at 0.1 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3239870,Homo sapiens,F,Functional,Anticancer activity against human NCI-H157 cells at 100 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3239871,Homo sapiens,F,Functional,Anticancer activity against human NCI-H157 cells at 10 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3239872,Homo sapiens,F,Functional,Anticancer activity against human NCI-H157 cells at 1 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3239873,Homo sapiens,F,Functional,Anticancer activity against human NCI-H157 cells at 0.1 uM after 48 hrs by SRB assay,"CHEMBL571510, CHEMBL3237531, CHEMBL3237532, CHEMBL3237533, CHEMBL3237534, CHEMBL3237535, CHEMBL3237536, CHEMBL3237537, CHEMBL3237538, CHEMBL3237539, CHEMBL3237540, CHEMBL3237541, CHEMBL3237542, CHEMBL3237777, CHEMBL3237778, CHEMBL3237779, CHEMBL3237780, CHEMBL3237781, CHEMBL3237782, CHEMBL3237783, CHEMBL3237784, CHEMBL90555","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 4.0"
CHEMBL3238696,Homo sapiens,F,Functional,"Anticancer activity against human HCT116 cells xenografted in athymic nude Swiss mouse assessed as tumor growth inhibition at 50 mg/kg, po administered once-daily for 5 days a week for 5 weeks starting 3 days post tumor implantation",CHEMBL3235464,None
