ID,synonyms
HEK293 LHCGR Fluo-HiTSeeker,"['FLUO-HitSeeker LHCGR', 'FluoHiTSeeker LHCGR', 'LHCGR/HEK293', 'LHCGR-CRE-tGFP/HEK293']"
HEK293 LHCGR HiTSeeker,"['HiTSeeker LHCGR', 'LHCGR/HEK293', 'LHR-LCGR/HEK293']"
HEK293 MC4R HiTSeeker,"['HiTSeeker MC4R', 'MC4R/HEK293']"
HEK293 NDUSF2 KO,"['HEK293deltaNDUFS2', 'HEK293deltandufs2']"
HEK293 Nav1.7,['HEK Nav1.7']
HEK293 p65-HaloTag,"['HEK-293 p65-HaloTag', 'HEK293-p65-HT2']"
HEK293 pcDNA5/FRT/TO-KAP1,['pcDNA5/FRT/TO-KAP1-HEK293']
HEK293 PTGER2 HiTSeeker,"['HiTSeeker PTGER2', 'PTGER2/HEK293']"
HEK293 PTGER4 HiTSeeker,"['HiTSeeker PTGER4', 'PTGER4-HEK293', 'PTGER4/HEK293']"
HEK293 rat P2rx2,['HEK293 rat P2X2']
HEK293 rat P2rx2 p.H319K,['HEK293 rat P2X2H319K']
HEK293 rLN10,"['rLN10', 'rLN-10', 'rLN10-293']"
HEK293 rLN10_hEcad,['rLN10_hEcad']
HEK293 rLN10_hNid1,['rLN10_hNid1']
HEK293 rLN8,"['rLN8', 'rLN-8']"
HEK293 SimpleCell O-GalNAc,"['HEK293 SimpleCell', 'HEK293 SC']"
HEK293 TACR1 HiTSeeker,"['HiTSeeker TACR1', 'TACR1(NK1)/HEK293', 'TACR1 (NKR1 or SPR)/HEK293']"
HEK293 tGFP-BACE1,"['HEK293/tGFP-BACE', 'tGFP-BACE1 HEK293']"
HEK293 TMEM115-3xHA GolgiTAG,['TMEM115-3xHA HEK293']
HEK293 TSHR HiTSeeker,"['HiTSeeker TSHR', 'TSHR/HEK293']"
HEK293 VIPR1 HiTSeeker,"['HiTSeeker VIPR1', 'VIPR1/HEK293']"
HEK293-A,"['HEK-293A', 'HEK293A', 'HEK 293A', '293A', 'QBI-HEK 293A', 'QBI-293A']"
HEK293-A7,"['HEK293 A7', 'HEK293-A7 RheoSwitch']"
HEK293-ACE2-GFP,"['HEK293-ACE2_GFP', 'HEK-ACE2-GFP']"
HEK293-CAGA,['HEK293 (CAGA)12']
HEK293-CB1,['HEK-CB1']
HEK293-CNG,"['HEK-293-CNG', 'HEK293/CNG', 'CNG-HEK293', 'HEK CNG', 'HEK oCNG-NC-5']"
HEK293-CNG-Gs,['HEK 293-CNG-Gs']
HEK293-CNG-Slc1a3,['HEK 293-CNG-Slc1a3']
HEK293-EBNA,"['293 c18', '293c18', 'HEK 293 c18', 'HEK-293 c18', 'HEK293-EBNA1', 'HEK-293-EBNA', 'HEK 293-EBNA', 'HEK 293 EBNA', 'HEK293EBNA', '293 EBNA', '293-EBNA1', '293-EBNA', '293/EBNA', '293EBNA', 'EBNA-293', 'EBNA293', '293E', 'HEK293E', 'HEK/EBNA', 'HEK-EBNA', 'HEK.EBNA', '293/EBNA-1']"
HEK293-EBNA1-6E,"['HEK 293EBNA1-6E', 'HEK293-6E', 'HEK2936E', '293-6E', '293FEt-clone 6E']"
HEK293-EPHB1,['Ephrin-B1+']
HEK293-EPHB2,['EphB2+']
HEK293-ET,"['HEK-293ET', 'HEK293ET', 'HEK293 ET', 'HEK 293 ET', '293ET']"
HEK293-F,"['HEK-293-F', 'HEK 293-F', 'HEK-293F', 'HEK293F', '293-F', '293 F', '293F']"
HEK293-FT,"['HEK-293FT', 'HEK 293FT', 'HEK-293-FT', 'HEK293FT', '293-FT', '293FT', 'FT-293']"
HEK293-FT APEX1 KO clone 1C4,['1C4']
HEK293-FT APEX1 KO clone 2A9,['2A9']
HEK293-H,"['HEK-293-H', 'HEK 293-H', 'HEK-293H', 'HEK 293H', 'HEK293H', '293-H', '293 H', '293H']"
HEK293-hCNR1,['Human CB1 Cannabinoid Receptor Expressing HEK293 Cell Line']
HEK293-hCNR2,['Human CB2 Cannabinoid Receptor Expressing HEK293 Cell Line']
HEK293-hGPR55,['hGPR55-HEK293']
HEK293-HM3,['HM3']
HEK293-hNOTCH1,['HEK-hN1']
HEK293-hNOTCH2,['HEK-hN2']
HEK293-HR1,['HR1']
HEK293-IRF3,"['HEK293-IRF-3', 'HEK293-VenusC1-IRF-3']"
HEK293-Luc-GFP,['Luciferase/GFP Dual-Reporter HEK293 Cell Line']
HEK293-Luc-RFP,['Luciferase/tdTomato Dual-Reporter HEK293 Cell Line']
HEK293-mCnr1,['Mouse CB1 Cannabinoid Receptor Expressing HEK293 Cell Line']
HEK293-mCnr2,['Mouse CB2 Cannabinoid Receptor Expressing HEK293 Cell Line']
HEK293-mGpr55,['mGPR55-HEK293']
HEK293-MRP7,['HEK293/MRP7']
HEK293-MRP7-C17,['HEK-MRP7-C17']
HEK293-MRP7-C18,['HEK-MRP7-C18']
HEK293-NanoLuc-RFP,['Nanoluciferase/tdTomato Dual-Reporter HEK293 Cell Line']
HEK293-Nav 1.3,['NaV 1.3 HEK']
HEK293-Nrf2 clone 1,['HEK-Nrf2 (C1)']
HEK293-Nrf2 clone 2,['HEK-Nrf2 (C2)']
HEK293-Nrf2 clone 2-FVII,['HEK-Nrf2 (C2)-FVII']
HEK293-rCnr1,['Rat CB1 Cannabinoid Receptor Expressing HEK293 Cell Line']
HEK293-rCnr2,['Rat CB2 Cannabinoid Receptor Expressing HEK293 Cell Line']
HEK293-RyR1,['HEK-RyR1']
HEK293-Survivin,['HEK-S']
HEK293-UGT2B9,['HK293-UGT2B9']
HEK293/5-HT2C,['HEK 293/5-HT2C']
HEK293/AT1,['HEK 293/AT1']
HEK293/GCGR/Galpha15,['HEK 293/GCGR/Galpha15']
HEK293/GFP-DFCP1,['201 cells']
HEK293/PAFR/NFAT/beta-lactamase,['HEK293/PAFR/NFAT/beta-Lac']
HEK293/PTHR1/CRE/beta-lactamase,['HEK293/PTHR1/CRE/beta-Lac']
HEK293::TMEM192-3xHA,['293L']
HEK293::TMEM192-3xHA APP-/-,['293L-APP-/-']
HEK293::TMEM192-3xHA mNEON-YIPF4,['HEK293::TMEM192-3xHA::mNEON-YIPF4']
HEK293::TMEM192-3xHA RB1CC1-/- mNEON-YIPF4,"['HEK293::TMEM192-3xHA FIP200-/- ::mNEON-YIPF4', 'HEK293 FIP200-/-']"
HEK293::TMEM192-3xHA YIPF4-/-; YIPF3-/-,"['YIPF3/YIPF4-/- DKO HEK293', 'HEK293 YIPF3-/-', 'YIPF4-/-']"
HEK293A mRFP-ATG9,"['HEK293A mRFP-Atg9', 'HEK293-A mRFP-ATG9', '293/mRFP-Atg9']"
HEK293A/GFP-LC3,"['HEK293A GFP-LC3', 'HEK293A GFP LC3', 'HEK293/GFP-LC3', 'EK293A EGFP-LC3', '293/GFP-LC3']"
HEK293A/GFP-WIPI1,['HEK293-A GFP-WIPI1']
HEK293A/GFP-WIPI2,['HEK293-A GFP-WIPI2']
HEK293L,['293L']
HEK293S,"['HEK-293S', '293S']"
HEK293S GnTI-,"['293SGnTI(-)', 'HEK293SG', '293SG']"
HEK293SF,"['HEK293-SF', '293SF']"
HEK293SF-3F6,"['HEK293-SF-3F6', 'HEK 293SF-3F6', '293SF-3F6']"
HEK293SF-PacLV,"['HEK 293 SF-PacLV', '293SF-PacLV', '293SFPacLV']"
HEK293T,"['Hek293T', 'HEK-293T', 'HEK 293T', 'HEK-293-T', 'HEK 293 T', '293-T', '293 T', '293T', 'Human Embryonic Kidney 293T', '293tsA1609neo']"
HEK293T ALKBH5/FTO DKO,"['HEK293T deltaFTO deltaALKBH5', 'HEK293T dALKBH5dFTO']"
HEK293T Control-PEROXO,['HEK-293T Control-PEROXO']
HEK293T D9,['HEK293T clone D9']
HEK293T DNAJC5 KO,['HEK293T-DNAJC5-KO']
HEK293T GAPDH-KD,['GAPDH-KD']
HEK293T HA-PEROXO,['HEK-293T HA-PEROXO']
HEK293T SARS-CoV-2 Spike,['SARS-CoV-2 Spike Glycoprotein HEK293T']
HEK293T SNCA-A53T-mRuby3 SNCA-A53T-mClover3,['HEK alpha-synuclein (SNCA) FRET reporter']
HEK293T shPARG,['shPARG HEK293T']
HEK293T SMARCB1-/-,"['SMARCB1-/- HEK293T', 'BAF47-knockout HEK293T']"
HEK293T SOD2 KO,"['SOD2-/- HEK293T', 'SOD2-null HEK293T', 'SOD2']"
HEK293T Tet-off FLTau,['Tet-FLTau']
HEK293T Tet-off TauRD,['Tet-TauRD']
HEK293T TetOff-SNCA-A53T,['Syn10']
HEK293T TetOff-SNCA-A53T EGFP-RNF152-IRES-mScarlet-I,['Syn10 RNF152 reporter']
HEK293T TetOff-SNCA-A53T mNeonGreen-3K-1-10-IRES-mKate2,['Syn10 split mNeonGreen']
HEK293T TetOff-SNCA-A53T mRuby3-Galectin-3 mClover3-Galectin-3,['Syn10 Galectin-3 FRET']
HEK293T-CAF40-null,['CAF40-null HEK293T']
HEK293T-DDX6-null,['HEK293T Ddx6-null']
HEK293T-GIGYF1/2-null,['GIGYF1/2-null HEK293T']
HEK293T-HELZ-null,['HEK293T Helz-null']
HEK293T-XRN1-null,['HEK293T XRN1-null']
HEK293T(DMT1),['DMT1 Expressing HEK293T Cell Line']
HEK293T/17,"['HEK-293T/17', 'HEK 293T/17', '293T/17']"
HEK293T/17 SF,"['HEK 293T/17 SF', '293T/17 SF']"
HEK293T/ACE2,['HEK293T-hACE2']
HEK293TN,['293TN']
HEKzeroT,['clone #8']
HEL,"['Hel', 'GM06141', 'GM06141B', 'Human ErythroLeukemia']"
HEL 12469,"['HEL-12469', 'HEL12469', 'Human Embryonic Lung 12469']"
HEL 299,"['HEL-299', 'Hel-299', 'Hel 299', 'HEL299']"
HEL 92.1.7,"['HEL92.1.7', 'HEL-92.1.7', 'HEL-92-1-7', 'HEL-92_1_7', 'HEL-92', 'HEL9217']"
HEL 92.1.7 SOD2 KO clone 13,"['HEL SOD2-/- clone 13', 'SOD2-/- HEL clone 13', 'SOD2-/- cl.13']"
HEL 92.1.7 SOD2 KO clone 5,"['HEL SOD2-/- clone 5', 'SOD2-/- HEL clone 5', 'SOD2-/- cl.5']"
HEL-1,['Human Embryo Lung-1']
HEL-2,['Human Embryo Lung-2']
HEL-30,"['Hel-30', 'HEL/30', 'HEL30', 'HEL', 'c3H-Epidermal cell Line-30']"
HEL-37,"['Hel-37', 'HEL/37', 'c3H-Epidermal cell Line-37']"
HEL115.6,"['Hel115.6', 'Hel 115.6', 'ULBi002-A']"
HEL122.2,['TRMT10A-deficient iPSC']
HEL46.11,['ULBi003-A']
HeLa,"['HELA', 'Hela', 'He La', 'He-La', 'HeLa-CCL2', 'Henrietta Lacks cells', 'Helacyton gartleri']"
HeLa 229,"['HeLa-229', 'HeLa229']"
HeLa B-50,"['B-50', 'B50']"
HeLa BU-25,"['HeLa (BU-25)', 'HeLa BU25', 'HeLa Bu25', 'HeLa/BU-25', 'HeLa(BU25)', 'HeLa TK- (BU 25)', 'Bu25 TK-', 'BU25 TK-', 'Bu25TK-']"
HeLa C12,['C12']
HeLa CD4+ Clone1022,"['HeLa CD4+Clone1022', 'Clone 1022']"
HeLa CD4-Clone 6C,"['HT4-6C', 'HeLa clone 6C']"
HeLa E,"['HeLa-E', 'HeLa Essen']"
HeLa FLAG-SNAP-hTERT,['FLAG-SNAP-hTERT expressing HeLa']
HeLa GFP-LC3-RFP-LC3deltaG,['GFP-LC3-RFP-LC3deltaG HeLa']
HeLa H2B-GFP,"['HeLa Histone H2B-GFP', 'Histone H2B-GFP expressing HeLa']"
HeLa HFT/TO-PRKN,['HeLa Flp-In T-REx/PARKIN']
HeLa His10-SUMO-2 K0-Q87R,['HeLa His10-SUMO-2 K0']
HeLa HIV-1 LTR-FFL,['HeLa HIV-1 LTR']
HeLa IFITM1/2/3-KO,"['IFITM1/2/3 Knockout', 'C5-9']"
HeLa IFITM2/3-KO,"['IFITM2/3 Knockout', 'C5-2']"
HeLa JW36,"['HeLa(JW36)', 'HeLa (JW-36)', 'JW 36', 'JW-36', 'JW36']"
HeLa K11,['K11']
HeLa K11A-HG-1,['K11A-HG-1']
HeLa Kyoto,"['HeLa-Kyoto', 'HeLa (Kyoto)', 'HeLa(Kyoto)', ""HeLa 'Kyoto'"", 'HeLa isolate Kyoto', 'Hela K']"
HeLa Kyoto EGFP-alpha-tubulin/H2B-mCherry,"['HeLa Kyoto EGFP-a-tubulin/H2B-mCherry', 'HeLa H2B-mRFP and mEGFP-alpha-tubulin']"
HeLa Kyoto EGFP-Cap-D2,"['HeLa Kyoto EGFP CAP-D2', 'HeLa Kyoto Cap-D2 EGFP']"
HeLa Kyoto EGFP-EB3,"['HeLa Kyoto EB3 EGFP', 'HeLa Kyoto EB3-EGFP']"
HeLa Kyoto EGFP-H2B,"['HeLa Kyoto H2B-EGFP', 'HeLa Kyoto H2B EGFP', 'HeLa-H2B-GFP']"
HeLa Kyoto EGFP-Kleisin-beta,"['HeLa Kyoto EGFP Kleisin-b', 'HeLa Kyoto Kleisin-beta EGFP']"
HeLa Kyoto EGFP-LaminA/H2B-mCherry,['HeLa Kyoto EGFP-LaminA and H2B-mCherry']
HeLa Kyoto EGFP-LaminB1/H2B-mCherry,['HeLa Kyoto EGFP-LaminB1 and H2B-mCherry']
HeLa Kyoto Mad2-LAP/H2B-mCherry,"['HeLa Kyoto Mad2-LAP and H2B-mCherry', 'HeLa Kyoto Mad2-LAP']"
HeLa M,"['HeLa-M', 'HelaM', 'M-HeLa']"
HeLa M KIF13A-KO,['KIF13A-KO HeLaM']
HeLa M KIF13B-KO,['KIF13B-KO HeLaM']
HeLa M KIF13A/B-DKO,"['HeLaM KIF13-DKO', 'KIF13-DKO HeLaM', 'KIF13A/B-DKO HeLaM']"
HeLa M Rab10-KO,['Rab10-KO HeLaM']
HeLa M Rab22-DKO,['Rab22-DKO HeLaM']
HeLa M Rab8-DKO,['Rab8-DKO HeLaM']
HeLa NR1,['HeLaNR1']
HeLa Ohio,"['Ohio-HeLa', 'HeLa (OH)']"
HeLa PF,"['HeLa-PF', 'HeLa Protein-Free']"
HeLa R19,"['HeLa R-19', 'HeLa (R19)']"
HeLa R19 FlpIn TREx H2B-Cherry/NS3-CMPK-hLBR1TM-mEGFP,['NS3-CMPK-hLBR1TM-mEGFP']
HeLa RelA-mNeonGreen,"['HeLa p65-mNeonGreen', 'HeLa RelA']"
HeLa S3,"['HeLa s3', 'HeLa-S3', 'HELA-S3', 'HeLa/S3', 'HeLa.S3', 'HeLa S 3', 'HeLa S-3', 'HeLaS3', 'HeLa, S3 clone', 'S3-HeLa', 'S3 HeLa']"
HeLa S3 (sc),['HeLa S3 (SC)']
HeLa S3 9IV,['HeLa S3-9IV']
HeLa S3 AGO2KO,['HeLaS3 AGO2KO']
HeLa S3 AZI2 KO clone 32,['HeLa S3 NAP1 KO clone #32']
HeLa S3 AZI2 KO clone 62,['HeLa S3 NAP1 KO clone #62']
HeLa S3 AZI2/TBKBP1 DKO clone 13,['HeLa S3 NAP1/SINTBAD DKO clone 13']
HeLa S3 AZI2/TBKBP1 DKO clone 14,['HeLa S3 NAP1/SINTBAD DKO clone 14']
HeLa S3 EGFP-alpha-tubulin/H2B-mCherry,['HeLa mCherry-Histone H2B EGFP-Alpha Tubulin']
HeLa S3 EGFP-H2B,['HeLa EGFP-Histone H2B']
HeLa S3 mer-,['HeLa.S3(Mer^(-))']
HeLa S3 penta KO-ATG13 KO,['HeLa S3 ATG13 KO/penta KO']
HeLa S3 penta KO-ATG14 KO,['HeLa S3 ATG14 KO/penta KO']
HeLa S3 penta KO-AZI2/TBKBP1 DKO clone 20,['HeLa S3 NAP1/SINTBAD DKO/penta KO clone 20']
HeLa S3 penta KO-AZI2/TBKBP1 DKO clone 26,['HeLa S3 NAP1/SINTBAD DKO/penta KO clone 26']
HeLa S3 penta KO-TBK1 KO,['HeLa S3 TBK1 KO/penta KO']
HeLa S3 penta KO-TBK1/ULK1/ULK2 TKO,['HeLa S3 TBK1/ULK1/ULK2 TKO/penta KO']
HeLa S3 penta KO-ULK1/ULK2 DKO,['HeLa S3 ULK1/2 DKO/penta KO']
HeLa S3 RB1CC1 KO,['HeLa S3 FIP200 KO']
HeLa S3 TBKBP1 KO clone 7,['HeLa S3 SINTBAD KO clone #7']
HeLa S3 Tet-Off,"['HeLa S3 tet-off', 'Tet-Off HeLa S3']"
HeLa SilenciX ABL1,['ABL1 HeLa SilenciX']
HeLa SilenciX ADAM17,['ADAM17 HeLa SilenciX']
HeLa SilenciX AKT1,['AKT1 HeLa SilenciX']
HeLa SilenciX APE1,['APE1 HeLa SilenciX']
HeLa SilenciX Argonaute 2,['Argonaute 2 HeLa SilenciX']
HeLa SilenciX Artemis,['Artemis HeLa SilenciX']
HeLa SilenciX ATM,['ATM HeLa SilenciX']
HeLa SilenciX ATP6AP2,['ATP6AP2 HeLa SilenciX']
HeLa SilenciX ATR,['ATR HeLa SilenciX']
HeLa SilenciX BAP1,['BAP1 HeLa SilenciX']
HeLa SilenciX BAX,['BAX HeLa SilenciX']
HeLa SilenciX BCL2,['BCL2 HeLa SilenciX']
HeLa SilenciX BID,['BID HeLa SilenciX']
HeLa SilenciX BLM,['BLM HeLa SilenciX']
HeLa SilenciX BRCA1,['BRCA1 HeLa SilenciX']
HeLa SilenciX BRCA2,"['BRCA2 HeLa SilenciX', 'BRCA2 deficient HeLa SilenciX']"
HeLa SilenciX BTG2,['BTG2 HeLa SilenciX']
HeLa SilenciX Caspase 3,['Caspase 3 HeLa SilenciX']
HeLa SilenciX Caspase 9,['Caspase 9 HeLa SilenciX']
HeLa SilenciX CDK2,['CDK2 HeLa SilenciX']
HeLa SilenciX Control,['Control HeLa SilenciX']
HeLa SilenciX COX2,"['COX2 HeLa SilenciX', 'COX-2 HeLa SilenciX']"
HeLa SilenciX CTNNB1,['CTNNB1 HeLa SilenciX']
HeLa SilenciX DDB2,['DDB2 HeLa SilenciX']
HeLa SilenciX DIABLO,['DIABLO HeLa SilenciX']
HeLa SilenciX DNA-PKcs,['DNA-PKcs HeLa SilenciX']
HeLa SilenciX ERCC1,['ERCC1 HeLa SilenciX']
HeLa SilenciX Exportin 5,['Exportin 5 HeLa SilenciX']
HeLa SilenciX FADD,['FADD HeLa SilenciX']
HeLa SilenciX FancD2,['FancD2 HeLa SilenciX']
HeLa SilenciX FEN1,['FEN1 HeLa SilenciX']
HeLa SilenciX GNAQ,['GNAQ HeLa SilenciX']
HeLa SilenciX GPS1,['GPS1 HeLa SilenciX']
HeLa SilenciX GPX8,['GPX8 HeLa SilenciX']
HeLa SilenciX HDAC1,['HDAC1 HeLa SilenciX']
HeLa SilenciX HIF1A,['HIF1A HeLa SilenciX']
HeLa SilenciX Hif2alpha,['Hif2alpha HeLa SilenciX']
HeLa SilenciX HMG1L1,['HMG1L1 HeLa SilenciX']
HeLa SilenciX HMGB1,['HMGB1 HeLa SilenciX']
HeLa SilenciX HR23A,"['HR23A HeLa SilenciX', 'hHR23A HeLa SilenciX']"
HeLa SilenciX HR23B,"['HR23B HeLa SilenciX', 'hHR23B HeLa SilenciX']"
HeLa SilenciX HuR,['HuR HeLa SilenciX']
HeLa SilenciX KIN17,['KIN17 HeLa SilenciX']
HeLa SilenciX LigI,['LigI HeLa SilenciX']
HeLa SilenciX LigIII,['LigIII HeLa SilenciX']
HeLa SilenciX LigIV,['LigIV HeLa SilenciX']
HeLa SilenciX MAPK1,['MAPK1 HeLa SilenciX']
HeLa SilenciX MCU,['MCU HeLa SilenciX']
HeLa SilenciX MLH1,['MLH1 HeLa SilenciX']
HeLa SilenciX MRE11,['MRE11 HeLa SilenciX']
HeLa SilenciX MSH2,['MSH2 HeLa SilenciX']
HeLa SilenciX MTERFD2,['MTERFD2 HeLa SilenciX']
HeLa SilenciX NBS1,['NBS1 HeLa SilenciX']
HeLa SilenciX NCL,['NCL HeLa SilenciX']
HeLa SilenciX NEIL1,['NEIL1 HeLa SilenciX']
HeLa SilenciX NF1,['NF1 HeLa SilenciX']
HeLa SilenciX NRF2,['NRF2 HeLa SilenciX']
HeLa SilenciX NUDCD1,['NUDCD1 HeLa SilenciX']
HeLa SilenciX Ogg1,['Ogg1 HeLa SilenciX']
HeLa SilenciX p21,['p21 HeLa SilenciX']
HeLa SilenciX p53,['p53 HeLa SilenciX']
HeLa SilenciX PARG,['PARG HeLa SilenciX']
HeLa SilenciX PARP1,['PARP1 HeLa SilenciX']
HeLa SilenciX PARP2,['PARP2 HeLa SilenciX']
HeLa SilenciX PCNA,['PCNA HeLa SilenciX']
HeLa SilenciX PIK3CD,['PIK3CD HeLa SilenciX']
HeLa SilenciX PKCalpha,['PKCalpha HeLa SilenciX']
HeLa SilenciX PolH,['PolH HeLa SilenciX']
HeLa SilenciX PRDX1,['PRDX1 HeLa SilenciX']
HeLa SilenciX PRDX2,['PRDX2 HeLa SilenciX']
HeLa SilenciX Rad50,['Rad50 HeLa SilenciX']
HeLa SilenciX Rad54A,"['Rad54A HeLa SilenciX', 'hRad54 HeLa SilenciX']"
HeLa SilenciX Rad54B,['Rad54B HeLa SilenciX']
HeLa SilenciX RB,['RB HeLa SilenciX']
HeLa SilenciX RHOQ,['RHOQ HeLa SilenciX']
HeLa SilenciX Septin 9,['Septin 9 HeLa SilenciX']
HeLa SilenciX SIRT1,['SIRT1 HeLa SilenciX']
HeLa SilenciX SNAPIN,['SNAPIN HeLa SilenciX']
HeLa SilenciX SOD2,['SOD2 HeLa SilenciX']
HeLa SilenciX SORCIN,['SORCIN HeLa SilenciX']
HeLa SilenciX SSX2IP,['SSX2IP HeLa SilenciX']
HeLa SilenciX STAT1,['STAT1 HeLa SilenciX']
HeLa SilenciX THTPA,['THTPA HeLa SilenciX']
HeLa SilenciX TMSB4X,['TMSB4X HeLa SilenciX']
HeLa SilenciX TNFR1,['TNFR1 HeLa SilenciX']
HeLa SilenciX TP53BP1,['TP53BP1 HeLa SilenciX']
HeLa SilenciX TRAILR2,['TRAILR2 HeLa SilenciX']
HeLa SilenciX TRIO,['TRIO HeLa SilenciX']
HeLa SilenciX TXNRD2,['TXNRD2 HeLa SilenciX']
HeLa SilenciX USP11,['USP11 HeLa SilenciX']
HeLa SilenciX USP14,['USP14 HeLa SilenciX']
HeLa SilenciX USP19,['USP19 HeLa SilenciX']
HeLa SilenciX USP7,['USP7 HeLa SilenciX']
HeLa SilenciX USP9X,['USP9X HeLa SilenciX']
HeLa SilenciX WDR8,['WDR8 HeLa SilenciX']
HeLa SilenciX WIP1,['WIP1 HeLa SilenciX']
HeLa SilenciX XIAP,['XIAP HeLa SilenciX']
HeLa SilenciX XLF,['XLF HeLa SilenciX']
HeLa SilenciX XPA,['XPA HeLa SilenciX']
HeLa SilenciX XPC,['XPC HeLa SilenciX']
HeLa SilenciX XPF,['XPF HeLa SilenciX']
HeLa SilenciX XRCC1,['XRCC1 HeLa SilenciX']
HeLa SilenciX XRCC4,['XRCC4 HeLa SilenciX']
HeLa SimpleCell O-GalNAc,"['HeLa SimpleCell', 'HeLa SC']"
HeLa SS6,['HeLa-SS6']
HeLa Tet-Off,"['HeLa Tet-off', 'HeLa-TO']"
HeLa Tet-On,"['HeLa-Tet-On', 'HeLa-tet-on']"
HeLa TG,['HeLaTG']
HeLa-80,['HeLa 80']
HeLa-AC free,['HeLa (AC-free)']
HeLa-APL,['HeLa-R']
HeLa-APOBEC3G,['APOBEC3G+ HeLa']
HeLa-C3,['HeLa C3']
HeLa-CD14,['Hela-CD14']
HeLa-EM2-11ht,['HeLa EM2-11ht']
HeLa-G63,"['HeLa G-63', 'HeLa G63']"
HeLa-LAV,['HeLa/LAV']
HeLa-LTRHIV-1-Luc,"['HeLa LTRHIV-1-Luc', 'HeLa LTR HIV-1-Luc', 'HeLa LTRHIV-1wt-Luc']"
HeLa-Luc-RFP,['Luciferase/tdTomato Dual-Reporter HeLa Cell Line']
HeLa-MAGI,"['HeLa MAGI', 'HeLa Magi', 'MAGI', 'HeLa-CD4-LTR-beta-gal', 'HeLa-CD4-LTR/beta-gal', 'CD4-LTR/beta-gal']"
HeLa-MAGI-CCR5,"['MAGI-CCR5', 'MAGI-CCR-5']"
HeLa-mCAT#8 TAL-B4G5#2,"['HeLa-TAL-B4G5#2', 'TAL-B4G5#2']"
HeLa-mCAT#8 TAL-CE#1,['TAL-CE#1']
HeLa-mCAT#8 TAL-CE#14,"['HeLa-TAL-CE#14', 'TAL-CE#14']"
HeLa-mCAT#8 TAL-CE#14-UG#2,"['HeLa-TAL-CE#14UG#2', 'TAL-CE#14-UG#2', 'TAL-CE#14UG#2']"
HeLa-mCAT#8 TAL-CE#3,['TAL-CE#3']
HeLa-mCAT#8 TAL-CERS2#13,['TAL-CERS2#13']
HeLa-mCAT#8 TAL-CERS2#16,['TAL-CERS2#16']
HeLa-mCAT#8 TAL-CERS2#18,['TAL-CERS2#18']
HeLa-mCAT#8 TAL-CERS2#18-CERT#10,['TAL-CERS2#18-CERT#10']
HeLa-mCAT#8 TAL-UG#3,['TAL-UG#3']
HeLa-mCAT#8 TAL-UG#7,"['HeLa-TAL-UG#7', 'TAL-UG#7']"
HeLa-Mitotrap-Ap1g1-FKBP,['HeLa-Mitotrap Ap1g1-FKBP']
HeLa-Munc18b,['HeLa-Munc18b15']
HeLa-Mx2/EGFP C5G6,"['HeLa C5G6', 'C5G6']"
HeLa-Mx2/EGFP C6C3,"['HeLa C6C3', 'C6C3']"
HeLa-R5,"['HeLa R5', 'HeLa-R5-16']"
HeLa-RR-B51S,['HeLa RR-B51S']
HeLa-SHMT2-shSHMT2,['HeLa-Ss']
HeLa-T4+,"['HeLa T4+', 'HeLaT4+', 'Hela-T4', 'HeLa CD4+']"
HeLa-T8+,"['HeLa T8+', 'HeLaT8+', 'HeLa 8+', 'HeLa CD8+']"
HeLa-tat-III,"['HeLa-Tat-III', 'HeLa-tatIII']"
HeLa-tat-III/CMV/d1EGFP,['HeLa-Tat-III/CMV/d1EGFP']
HeLa-tat-III/LTR/d1EGFP,['HeLa-Tat-III/LTR/d1EGFP']
HeLa-TetR-Cas9,['cTT20']
HeLa-X4,['HeLa-X4-6']
HeLa.P3,['HeLa P3']
HeLa.P3(S),"['HeLa.P3 (S)', 'HeLa P3(S)', 'HeLaP3(S)']"
HeLa/Cas9 AAVS1,['HeLa-Cas9 AAVS1']
HeLa/crmA,['HeLa-crmA']
HeLa/Fucci,"['HeLa/Fucci #4', 'HeLa.S-Fucci']"
HeLa/Fucci(CA)2,['HeLa/Fucci(CA)2 #3']
HeLa/Fucci(CA)5,"['HeLa/Fucci(CA)5 #16', 'HeLa/Fucci(CA)5#16']"
HeLa/Fucci(SA)5,"['HeLa/Fucci(SA)5 #16', 'HeLa/Fucci(SA)5#16']"
HeLa/Fucci2,"['HeLa/Fucci2 #3', 'HeLa.S-Fucci2', 'HeLa/Fucci(SA)2']"
HeLa/SN100,['HeLa:SN100']
HeLa/STAT3-luc,['HeLa/Stat3-luc']
HeLa1.3,"['HELA1.3', 'HeLa 1.3', 'HeLa 1.2.11 clone 1.3']"
HeLa1.3 hTR-50-3xMS2,"['HeLa 1.3 hTR-50-3xMS2', 'MS2_hTR HeLa cells (clone 15.5)']"
HeLa1.3 hTR-50-3xMS2 TCAB1-/-,['HeLa 1.3 hTR-50-3xMS2 TCAB1-/-']
HeLa1.3 hTR-50-3xMS2 TERT-/-,['HeLa 1.3 hTR-50-3xMS2 TERT-/-']
HeLa9903,"['HeLa 9903', 'Hela-9903']"
HeLaRC32,['HeRC32']
HeLaSF,"['HELASF', 'HeLa Serum Free']"
HELN,['HeLa ERE-beta-globin Luciferase Neo']
HELN(alpha),"['HELN ERalpha', 'HELN-ERalpha']"
HELN(beta),"['HELN ERbeta', 'HELN-ERbeta']"
